1	14830	14969	2	2	0	2	0	19
1	15039	15795	2	2	1	4	1	69
1	16028	16606	2	2	0	1	0	39
1	16766	16857	2	2	1	3	4	69
1	17056	17232	2	2	1	1	0	58
1	17369	17605	2	2	1	0	1	3
1	17743	17914	2	2	1	0	7	72
1	18367	24737	2	2	1	1	0	28
1	143012	143577	2	2	0	0	2	33
1	146510	155766	2	2	1	1	1	70
1	164792	165883	2	2	1	0	2	34
1	665185	665277	2	2	0	1	0	13
1	665185	668686	2	2	1	0	1	42
1	665336	667396	2	2	0	1	0	58
1	672000	672092	2	2	0	1	0	47
1	672151	674213	2	2	0	1	0	45
1	675416	675508	2	2	0	0	1	44
1	678731	679296	2	2	0	0	2	33
1	682199	691456	2	2	1	1	2	69
1	691522	694346	2	2	1	1	1	47
1	880181	880421	2	2	1	2	0	63
1	880181	880436	2	2	1	10	0	75
1	880527	880897	2	2	1	8	0	61
1	881034	881552	2	2	1	6	0	71
1	881667	881781	2	2	1	3	0	57
1	881926	883510	2	2	1	2	0	70
1	883613	883869	2	2	1	2	0	33
1	883984	886506	2	2	1	3	0	69
1	886619	887379	2	2	1	2	0	70
1	887520	887791	2	2	1	1	0	39
1	891596	892273	2	2	1	2	0	73
1	892406	892478	2	2	1	1	0	71
1	901995	902083	1	1	1	1	0	72
1	902184	905656	1	1	1	1	0	44
1	908391	908565	1	1	1	1	0	33
1	908707	908879	1	1	1	1	0	61
1	909021	909212	1	1	1	5	0	47
1	909432	909695	1	1	1	1	0	16
1	909745	909821	1	1	1	1	0	49
1	970705	976044	1	1	1	3	0	34
1	976261	976552	1	1	1	2	0	23
1	976778	976857	1	1	1	4	0	74
1	977083	977335	1	1	1	1	0	48
1	978129	978618	1	1	0	1	0	43
1	979113	979202	1	1	1	1	0	3
1	979404	979488	1	1	1	1	0	67
1	980904	981112	1	1	1	1	0	45
1	981646	981776	1	1	1	2	0	62
1	982116	982199	1	1	1	1	0	40
1	982835	982952	1	1	1	3	0	69
1	983068	983155	1	1	1	1	0	49
1	983276	983391	1	1	1	3	0	48
1	983746	984246	1	1	1	19	1	71
1	984440	984615	1	1	1	1	0	5
1	985176	985282	1	1	1	5	0	74
