1	14830	14969	2	2	0	0	1	52
1	15948	16606	2	2	1	0	1	6
1	16766	16857	2	2	1	0	6	50
1	17056	17232	2	2	1	0	3	65
1	17743	17914	2	2	1	1	1	58
1	18062	18267	2	2	1	0	2	25
1	139697	139789	2	2	0	0	1	55
1	164792	165883	2	2	1	0	5	59
1	165943	168099	2	2	1	0	2	55
1	168166	169048	2	2	1	0	1	67
1	172689	173752	2	2	1	0	1	5
1	655581	659737	2	2	1	0	1	66
1	665185	668686	2	2	1	0	1	58
1	667588	668360	2	2	0	0	1	18
1	667588	675182	2	2	0	0	1	18
1	668745	668971	2	2	0	0	1	33
1	668745	670802	2	2	1	0	2	20
1	668745	672377	2	2	0	0	1	33
1	668745	675793	2	2	0	0	1	33
1	670994	675182	2	2	0	0	1	18
1	674405	675182	2	2	0	0	1	18
1	682199	684617	2	2	0	0	1	23
1	682199	691456	2	2	1	0	3	65
1	684762	691456	2	2	0	1	0	52
1	691522	694346	2	2	1	1	3	58
1	694504	700102	2	2	1	0	1	41
1	700628	701708	2	2	1	0	2	59
1	701768	703927	2	2	1	0	3	56
1	703994	709550	2	2	1	0	1	55
1	708488	709550	2	2	1	2	0	50
1	709661	713663	2	2	1	2	1	73
1	709661	741178	2	2	0	1	3	49
1	741272	743953	2	2	1	0	2	50
1	744004	745446	2	2	1	1	2	43
1	757351	757385	2	2	0	1	0	16
1	757840	757874	2	2	0	1	0	15
1	787491	788050	1	1	1	1	0	74
1	880181	880421	2	2	1	3	0	45
1	880181	880436	2	2	1	2	0	50
1	880527	880897	2	2	1	5	0	68
1	881034	881552	2	2	1	3	0	63
1	881667	881781	2	2	1	2	0	45
1	892406	892478	2	2	1	6	0	74
1	892654	894308	2	2	1	1	0	29
1	897131	897205	1	1	1	1	0	35
1	899389	899486	1	1	1	1	0	57
1	899548	899728	1	1	1	1	0	62
1	901995	902083	1	1	1	1	0	11
1	908707	908879	1	1	1	1	0	57
1	909021	909212	1	1	1	6	0	61
1	909432	909695	1	1	1	1	0	5
1	934813	934905	2	2	1	1	0	75
1	934994	935071	2	2	1	1	0	16
1	955754	957580	1	1	1	2	0	66
1	957843	970656	1	1	1	1	0	48
1	970705	976044	1	1	1	1	0	9
1	977083	977335	1	1	1	1	0	14
1	977543	978618	1	1	1	2	0	74
1	979113	979202	1	1	1	2	0	68
1	979404	979488	1	1	1	7	0	71
1	979638	979713	1	1	1	3	0	53
1	979820	980540	1	1	1	3	0	62
1	980658	980738	1	1	1	3	0	35
1	980904	981112	1	1	1	2	0	57
1	981257	981343	1	1	1	3	0	72
1	981469	981539	1	1	1	1	0	36
1	982338	982706	1	1	1	2	0	62
1	982835	982952	1	1	1	3	0	37
1	983068	983155	1	1	1	3	0	70
1	983276	983391	1	1	1	1	0	28
1	983746	984246	1	1	1	20	0	71
1	984440	984615	1	1	1	1	0	24
1	984832	984945	1	1	1	2	0	50
1	985176	985282	1	1	1	1	0	14
1	985418	985612	1	1	1	30	0	75
1	985710	985806	1	1	1	99	0	75
1	985972	986105	1	1	1	138	0	72
1	986218	986632	1	1	1	25	0	74
1	986750	986832	1	1	1	4	0	51
1	987026	987107	1	1	1	2	0	31
1	987196	989132	1	1	1	3	0	33
1	989358	989827	1	1	1	3	0	60
1	989932	990203	1	1	1	1	0	33
1	989932	990595	1	1	0	1	0	38
1	999782	1001209	1	1	0	1	0	37
1	1021393	1022518	2	2	1	1	0	65
1	1022585	1022881	2	2	1	1	0	23
1	1026946	1027370	2	2	1	1	0	60
1	1139349	1139413	2	2	1	1	0	33
1	1139617	1139778	2	2	1	1	0	7
1	1139867	1140749	2	2	1	1	0	54
1	1139971	1140749	2	2	0	1	0	64
1	1140873	1141764	2	2	1	2	0	50
1	1147519	1148017	2	2	1	2	0	67
1	1148085	1148371	2	2	1	2	0	70
1	1153069	1153837	2	2	1	5	0	68
1	1154014	1154148	2	2	1	9	0	74
1	1154308	1158623	2	2	1	3	0	45
1	1158738	1159211	2	2	1	2	0	65
1	1159349	1163847	2	2	1	4	0	53
1	1164327	1167271	2	2	1	4	0	54
1	1190868	1191424	2	2	1	2	0	39
1	1192511	1192587	2	2	1	2	0	60
1	1192691	1198725	2	2	1	1	0	40
1	1201595	1203241	2	2	0	1	0	20
1	1203373	1208878	2	2	1	1	0	51
1	1221045	1221305	1	1	1	1	0	62
1	1226075	1226274	1	1	1	1	0	7
1	1226334	1226444	1	1	1	2	0	59
1	1226521	1226633	1	1	1	1	0	42
1	1230197	1230826	2	2	1	1	0	21
1	1230935	1231115	2	2	1	2	0	44
1	1231319	1231394	2	2	1	1	0	50
1	1235286	1235352	2	2	1	1	0	50
1	1235449	1235537	2	2	1	2	0	45
1	1235583	1235888	2	2	1	3	0	45
